symbol,provider,published_at,headline,url,source,summary,raw_id
NVDA,benzinga,"Fri, 02 Jan 2026 18:06:40 -0400",Dogs Of The Dow: 10 High-Yield Stocks With Dividends Up To 6.8% - Including Several Warren Buffett Favorites,https://www.benzinga.com/trading-ideas/dividends/26/01/49678301/dogs-of-the-dow-10-high-yield-stocks-with-dividends-up-to-6-8-including-several-warren-buffett-favorites,Benzinga,,49678301
NVDA,benzinga,"Fri, 02 Jan 2026 17:17:22 -0400","Dow Jones 2025 Scorecard: Caterpillar, Nvidia Help Index Hit All-Time Highs – Top 5 Winners & Losers",https://www.benzinga.com/etfs/broad-u-s-equity-etfs/26/01/49677237/dow-jones-2025-scorecard-caterpillar-nvidia-help-index-hit-all-time-highs-top-5-winners-losers,Benzinga,,49677237
NVDA,benzinga,"Fri, 02 Jan 2026 11:00:36 -0400",Insights Into NVIDIA's Performance Versus Peers In Semiconductors &amp; Semiconductor Equipment Sector,https://www.benzinga.com/insights/news/26/01/49667410/insights-into-nvidias-performance-versus-peers-in-semiconductors-amp-semiconductor-equipment-sector,Benzinga,,49667410
NVDA,benzinga,"Fri, 02 Jan 2026 07:08:40 -0400","Baidu Begins 2026 With A Strong AI Move, Stock Soars",https://www.benzinga.com/markets/tech/26/01/49663457/baidu-begins-2026-with-a-strong-ai-move-stock-soars,Benzinga,,49663457
NVDA,benzinga,"Fri, 02 Jan 2026 07:03:12 -0400",What Is Going On With Alibaba Stock On Friday?,https://www.benzinga.com/markets/tech/26/01/49663284/what-is-going-on-with-alibaba-stock-on-friday,Benzinga,,49663284
NVDA,benzinga,"Fri, 02 Jan 2026 04:32:05 -0400","Kevin O'Leary Says He Loves Bernie Sanders, But His Call To Halt AI Data Centers Is Laughable: 'That's Surrendering Leadership'",https://www.benzinga.com/markets/tech/26/01/49662482/kevin-oleary-says-he-loves-bernie-sanders-but-his-call-to-halt-ai-data-centers-is-laughable-thats-surrendering-leadership,Benzinga,,49662482
NVDA,benzinga,"Fri, 02 Jan 2026 04:16:39 -0400","Perplexity CEO Says On-Device AI Threatens Data Centers As Industry Faces '$10 Trillion Question' — Apple, Qualcomm Positioned To Benefit",https://www.benzinga.com/markets/tech/26/01/49662453/perplexity-ceo-says-on-device-ai-threatens-data-centers-as-industry-faces-10-trillion-question-apple-qualcomm-positioned-to-benefit,Benzinga,,49662453
NVDA,benzinga,"Thu, 01 Jan 2026 22:31:11 -0400",TSMC Secures One-Year US Export License To Keep China Chip Operations Running: Report,https://www.benzinga.com/markets/tech/26/01/49661389/tsmc-secures-one-year-us-export-license-to-keep-china-chip-operations-running-report,Benzinga,,49661389
NVDA,benzinga,"Thu, 01 Jan 2026 13:35:17 -0400",10 Information Technology Stocks Whale Activity In Today's Session,https://www.benzinga.com/insights/options/26/01/49660317/10-information-technology-stocks-whale-activity-in-todays-session,Benzinga,,49660317
NVDA,benzinga,"Thu, 01 Jan 2026 11:00:50 -0400",In-Depth Analysis: NVIDIA Versus Competitors In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/26/01/49659831/in-depth-analysis-nvidia-versus-competitors-in-semiconductors-amp-semiconductor-equipment-industry,Benzinga,,49659831
NVDA,benzinga,"Thu, 01 Jan 2026 07:18:11 -0400",Gavin Newsom Says Trump Making Gaming More Expensive Amid Chip Price Surge,https://www.benzinga.com/markets/tech/26/01/49659369/gavin-newsom-says-trump-making-gaming-more-expensive-amid-chip-price-surge,Benzinga,,49659369
NVDA,benzinga,"Wed, 31 Dec 2025 18:30:46 -0400","If You Invested $100 In NVIDIA Stock 5 Years Ago, You Would Have This Much Today",https://www.benzinga.com/insights/news/25/12/49658063/if-you-invested-100-in-nvidia-stock-5-years-ago-you-would-have-this-much-today,Benzinga,,49658063
NVDA,benzinga,"Wed, 31 Dec 2025 16:57:29 -0400",S&P 500 Gains 17% in 2025 — Did Benzinga Readers Nail The Prediction?,https://www.benzinga.com/trading-ideas/long-ideas/25/12/49656264/stock-market-sp-500-gains-2025-benzinga-readers-prediction,Benzinga,,49656264
NVDA,benzinga,"Wed, 31 Dec 2025 13:49:25 -0400",Nvidia's China Orders Go Off The Charts — Putting Semiconductor ETFs Back In Policy Crossfire,https://www.benzinga.com/etfs/sector-etfs/25/12/49652841/nvidias-china-orders-go-off-the-charts-putting-semiconductor-etfs-back-in-policy-crossfire,Benzinga,,49652841
NVDA,benzinga,"Wed, 31 Dec 2025 12:36:16 -0400",Taiwan Semiconductor Starts Making Its Most Powerful Chips At Scale,https://www.benzinga.com/markets/tech/25/12/49651122/taiwan-semiconductor-starts-making-its-most-powerful-chips-at-scale,Benzinga,,49651122
NVDA,benzinga,"Wed, 31 Dec 2025 11:00:38 -0400",Evaluating NVIDIA Against Peers In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/25/12/49648361/evaluating-nvidia-against-peers-in-semiconductors-amp-semiconductor-equipment-industry,Benzinga,,49648361
NVDA,benzinga,"Wed, 31 Dec 2025 10:44:00 -0400",'NVIDIA Is Investing In The Brookfield Artificial Intelligence Infrastructure Fund' - The Information,https://www.benzinga.com/news/25/12/49647972/nvidia-is-investing-in-the-brookfield-artificial-intelligence-infrastructure-fund-the-information,Benzinga,,49647972
NVDA,benzinga,"Wed, 31 Dec 2025 06:53:12 -0400",China's AI Appetite Pushes Nvidia Into A Supply Crunch,https://www.benzinga.com/markets/tech/25/12/49644367/chinas-ai-appetite-pushes-nvidia-into-a-supply-crunch,Benzinga,,49644367
NVDA,benzinga,"Wed, 31 Dec 2025 06:09:32 -0400",TikTok Parent Plans $14 Billion Nvidia Buying Spree,https://www.benzinga.com/markets/tech/25/12/49644128/tiktok-parent-plans-14-billion-nvidia-buying-spree,Benzinga,,49644128
NVDA,benzinga,"Wed, 31 Dec 2025 04:04:24 -0400","'Nvidia Sounds Out TSMC On New H200 Chip Order As China Demand Jumps, Sources Say' - Reuters Exclusive",https://www.benzinga.com/news/25/12/49643455/nvidia-sounds-out-tsmc-on-new-h200-chip-order-as-china-demand-jumps-sources-say-reuters-exclusive,Benzinga,,49643455
NVDA,benzinga,"Wed, 31 Dec 2025 03:27:34 -0400",'ByteDance To Pour US$14 Billion Into Nvidia Chips In 2026 As Computing Demand Surges' - South China Morning Post,https://www.benzinga.com/news/25/12/49643189/bytedance-to-pour-us-14-billion-into-nvidia-chips-in-2026-as-computing-demand-surges-south-china-mor,Benzinga,,49643189
PLTR,benzinga,"Fri, 02 Jan 2026 12:22:04 -0400",Palantir Slips Friday: AI Darling Tests Key $175 Support Level After Historic 2025 Run,https://www.benzinga.com/trading-ideas/movers/26/01/49670050/palantir-slips-friday-ai-darling-tests-key-175-support-level-after-historic-2025-run,Benzinga,,49670050
PLTR,benzinga,"Fri, 02 Jan 2026 10:00:57 -0400",$1000 Invested In Palantir Technologies 10 Years Ago Would Be Worth This Much Today,https://www.benzinga.com/insights/news/26/01/49665634/1000-invested-in-palantir-technologies-10-years-ago-would-be-worth-this-much-today,Benzinga,,49665634
PLTR,benzinga,"Fri, 02 Jan 2026 05:46:17 -0400",Palantir Co-Founder Joe Lonsdale On Early Employee Stock Options: 'Now All My Friends Are Too Rich To Work',https://www.benzinga.com/markets/equities/26/01/49662784/palantir-co-founder-joe-lonsdale-on-early-employee-stock-options-now-all-my-friends-are-too-rich-to-work,Benzinga,,49662784
PLTR,benzinga,"Wed, 31 Dec 2025 15:27:23 -0400",Palantir: From Meme Stock To Market Leader In 2025,https://www.benzinga.com/markets/tech/25/12/49654604/palantir-from-meme-stock-to-market-leader-in-2025,Benzinga,,49654604
SNDK,benzinga,"Thu, 01 Jan 2026 14:00:46 -0400",Looking Into SanDisk Corp's Recent Short Interest,https://www.benzinga.com/insights/short-sellers/26/01/49660362/looking-into-sandisk-corps-recent-short-interest,Benzinga,,49660362
SOPA,benzinga,"Wed, 31 Dec 2025 11:16:37 -0400",Society Pass Shares Resume Trade,https://www.benzinga.com/trading-ideas/25/12/49649089/society-pass-shares-resume-trade,Benzinga,,49649089
SOPA,benzinga,"Wed, 31 Dec 2025 11:10:53 -0400","Society Pass Shares Halted On Circuit Breaker To The Upside, Stock Now Up 6.46%",https://www.benzinga.com/trading-ideas/25/12/49648921/society-pass-shares-halted-on-circuit-breaker-to-the-upside-stock-now-up-6-46,Benzinga,,49648921
PRZO,benzinga,"Fri, 02 Jan 2026 14:04:33 -0400",Why Is ParaZero Stock Gaining Today?,https://www.benzinga.com/trading-ideas/movers/26/01/49672867/why-is-parazero-stock-gaining-today,Benzinga,,49672867
PRZO,benzinga,"Fri, 02 Jan 2026 12:37:57 -0400",ParaZero shares are trading higher after the company announced it received its first purchase order for its DefendAir Counter-Unmanned Aerial systems from an Israeli defense entity.,https://www.benzinga.com/wiim/26/01/49670458/parazero-shares-are-trading-higher-after-the-company-announced-it-received-its-first-purchase-order,Benzinga,,49670458
PRZO,benzinga,"Fri, 02 Jan 2026 09:47:33 -0400",ParaZero Technologies Receives First Purchase Order For Its DefendAir Counter-Unmanned Aerial Systems From Undisclosed Israeli Defense Entity,https://www.benzinga.com/news/26/01/49665428/parazero-technologies-receives-first-purchase-order-for-its-defendair-counter-unmanned-aerial-system,Benzinga,,49665428
GHRS,benzinga,"Fri, 02 Jan 2026 17:26:39 -0400",GH Research shares are trading higher after the company announced it will provide an update on its FDA IND status and Phase 3 program for GH001 in treatment-resistant depression.,https://www.benzinga.com/wiim/26/01/49677406/gh-research-shares-are-trading-higher-after-the-company-announced-it-will-provide-an-update-on-its-f,Benzinga,,49677406
GHRS,benzinga,"Fri, 02 Jan 2026 17:03:12 -0400","GH Research To Provide Update On FDA IND Status And Phase 3 Program For GH001 in Treatment-Resistant Depression On January 5, 2026, At 7:00am EST",https://www.benzinga.com/news/26/01/49676734/gh-research-to-provide-update-on-fda-ind-status-and-phase-3-program-for-gh001-in-treatment-resistant,Benzinga,,49676734
MSTR,benzinga,"Fri, 02 Jan 2026 15:44:57 -0400",Why Are Investors Paying Attention To Strategy Inc?,https://www.benzinga.com/trading-ideas/movers/26/01/49674942/why-are-investors-paying-attention-to-strategy-inc,Benzinga,,49674942
MSTR,benzinga,"Fri, 02 Jan 2026 09:51:43 -0400","Bitcoin, Ethereum, XRP To Surge 20% In January? Unlikely, Polymarket Says",https://www.benzinga.com/crypto/cryptocurrency/26/01/49665477/bitcoin-ethereum-xrp-to-surge-20-in-january-unlikely-polymarket-says,Benzinga,,49665477
MSTR,benzinga,"Fri, 02 Jan 2026 10:40:56 -0400",'Saylor's Strategy Faces 'Sizable' Fourth-Quarter Loss From Bitcoin Tumble'- Bloomberg,https://www.benzinga.com/news/26/01/49666561/saylors-strategy-faces-sizable-fourth-quarter-loss-from-bitcoin-tumble-bloomberg,Benzinga,,49666561
MSTR,benzinga,"Thu, 01 Jan 2026 22:33:52 -0400","Bitcoin, Ethereum Trade Flat On New Year's Day—XRP, Dogecoin Climb: Analyst Bullish On BTC Reclaiming $100,000 Soon",https://www.benzinga.com/crypto/cryptocurrency/26/01/49661398/bitcoin-ethereum-trade-flat-on-new-years-day-xrp-dogecoin-climb-analyst-bullish-on-btc-reclaiming-100000-soon,Benzinga,,49661398
MSTR,benzinga,"Wed, 31 Dec 2025 15:00:38 -0400",Price Over Earnings Overview: Strategy,https://www.benzinga.com/insights/news/25/12/49654140/price-over-earnings-overview-strategy,Benzinga,,49654140
MSTR,benzinga,"Wed, 31 Dec 2025 11:48:09 -0400",Strategy Crashed 71% Since The Election—Here's Why It Could Get Worse In January,https://www.benzinga.com/crypto/cryptocurrency/25/12/49649875/strategy-crashed-71-since-the-election-heres-why-it-could-get-worse-in-january,Benzinga,,49649875
OTLK,benzinga,"Fri, 02 Jan 2026 10:27:42 -0400","HC Wainwright & Co. Maintains Neutral on Outlook Therapeutics, Lowers Price Target to $0.5",https://www.benzinga.com/news/26/01/49666064/hc-wainwright-co-maintains-neutral-on-outlook-therapeutics-lowers-price-target-to-0-5,Benzinga,,49666064
OTLK,benzinga,"Fri, 02 Jan 2026 09:56:42 -0400","Outlook Therapeutics shares are trading lower after the company announced that the FDA has issued a complete response letter to the ONS-5010/LYTENAVA  biologics license application resubmission, indicating that the FDA cannot approve the application in its present form for the treatment of wet age-related macular degeneration.",https://www.benzinga.com/wiim/26/01/49665533/outlook-therapeutics-shares-are-trading-lower-after-the-company-announced-that-the-fda-has-issued-a,Benzinga,,49665533
OTLK,benzinga,"Fri, 02 Jan 2026 09:18:22 -0400",Outlook Therapeutics Stock Sinks After FDA Rejects Eye Drug Again,https://www.benzinga.com/news/fda/26/01/49665072/outlook-therapeutics-stock-sinks-after-fda-rejects-eye-drug-again,Benzinga,,49665072
OTLK,benzinga,"Fri, 02 Jan 2026 03:19:53 -0400","Apple, Taiwan Semiconductor Manufacturing And 3 Stocks To Watch Heading Into Friday",https://www.benzinga.com/markets/equities/26/01/49662144/apple-taiwan-semiconductor-manufacturing-and-3-stocks-to-watch-heading-into-friday,Benzinga,,49662144
OTLK,benzinga,"Wed, 31 Dec 2025 17:48:08 -0400","Outlook Therapeutics shares are trading lower after the company announced that the FDA has issued a complete response letter to the ONS-5010/LYTENAVA  biologics license application resubmission, indicating that the FDA cannot approve the application in its present form for the treatment of wet age-related macular degeneration.",https://www.benzinga.com/wiim/25/12/49657455/outlook-therapeutics-shares-are-trading-lower-after-the-company-announced-that-the-fda-has-issued-a,Benzinga,,49657455
OTLK,benzinga,"Wed, 31 Dec 2025 17:16:55 -0400","FDA Issues Complete Response Letter To Outlook Therapeutics' ONS-5010/LYTENAVA BLA For Wet AMD; FDA Has Again Recommended That Confirmatory Evidence Of Efficacy Be Submitted To Support The Application, However The FDA Has Not Indicated What Type Of Confirmatory Evidence Would Be Acceptable",https://www.benzinga.com/general/biotech/25/12/49656914/fda-issues-complete-response-letter-to-outlook-therapeutics-ons-5010lytenava-bla-for-wet-amd-fda-,Benzinga,,49656914
NCL,benzinga,"Wed, 31 Dec 2025 10:41:41 -0400",Dow Falls 50 Points; US Initial Jobless Claims Decline,https://www.benzinga.com/news/25/12/49647893/dow-falls-50-points-us-initial-jobless-claims-decline,Benzinga,,49647893
PFSA,benzinga,"Wed, 31 Dec 2025 08:31:32 -0400",Profusa Collaborates With MedSell To Commercialize Lumee Oxygen Tissue Monitoring In France,https://www.benzinga.com/news/25/12/49645700/profusa-collaborates-with-medsell-to-commercialize-lumee-oxygen-tissue-monitoring-in-france,Benzinga,,49645700
SMCI,benzinga,"Fri, 02 Jan 2026 12:46:55 -0400",Why Is Super Micro Stock Gaining Friday?,https://www.benzinga.com/markets/tech/26/01/49670707/why-is-super-micro-stock-gaining-friday,Benzinga,,49670707
SMCI,benzinga,"Fri, 02 Jan 2026 02:53:54 -0400","Reported Wednesday, Supermicro Launches 6U SuperBlade Delivering High Compute Density And Efficiency With Intel Xeon 6900 Series Processors",https://www.benzinga.com/news/26/01/49661976/reported-wednesday-supermicro-launches-6u-superblade-delivering-high-compute-density-and-efficiency,Benzinga,,49661976
SMCI,benzinga,"Wed, 31 Dec 2025 17:00:39 -0400",$100 Invested In Super Micro Computer 5 Years Ago Would Be Worth This Much Today,https://www.benzinga.com/insights/news/25/12/49656349/100-invested-in-super-micro-computer-5-years-ago-would-be-worth-this-much-today,Benzinga,,49656349
MSFT,benzinga,"Fri, 02 Jan 2026 13:55:07 -0400",Microsoft (MSFT) Stock Moves Lower As Investors Assess Its AI Edge Against Google,https://www.benzinga.com/trading-ideas/movers/26/01/49672593/microsoft-msft-stock-moves-lower-as-investors-assess-its-ai-edge-against-google,Benzinga,,49672593
MSFT,benzinga,"Fri, 02 Jan 2026 12:33:07 -0400",'Cade Opens Investigation Against Microsoft for Software and Cloud Computing Services; Cade will investigate suspected anti-competitive practices involving issues licensing Microsoft software on rival cloud services. United Kingdom identified adverse effects' - Valor Economico Exclusive,https://www.benzinga.com/news/26/01/49670345/cade-opens-investigation-against-microsoft-for-software-and-cloud-computing-services-cade-will-inves,Benzinga,,49670345
MSFT,benzinga,"Fri, 02 Jan 2026 11:01:52 -0400",Microsoft Unusual Options Activity For January 02,https://www.benzinga.com/insights/options/26/01/49667480/microsoft-unusual-options-activity-for-january-02,Benzinga,,49667480
MSFT,benzinga,"Fri, 02 Jan 2026 10:15:38 -0400",Here's How Much You Would Have Made Owning Microsoft Stock In The Last 5 Years,https://www.benzinga.com/insights/news/26/01/49665948/heres-how-much-you-would-have-made-owning-microsoft-stock-in-the-last-5-years,Benzinga,,49665948
MSFT,benzinga,"Fri, 02 Jan 2026 07:13:08 -0400",Why This Analyst Prefers Microsoft Over Google In The AI Race— 'You Don't Have The Downside Risk Of...',https://www.benzinga.com/markets/tech/26/01/49663674/why-this-analyst-prefers-microsoft-over-google-in-the-ai-race-you-dont-have-the-downside-risk-of,Benzinga,,49663674
MSFT,benzinga,"Fri, 02 Jan 2026 03:09:43 -0400",'OpenAI Ramps Up Audio AI Efforts Ahead Of Device' - The Information,https://www.benzinga.com/news/26/01/49662078/openai-ramps-up-audio-ai-efforts-ahead-of-device-the-information,Benzinga,,49662078
MSFT,benzinga,"Thu, 01 Jan 2026 12:30:14 -0400","Top 5 Tech Regulation Trends To Watch Out For In 2026: AI Governance, Data Privacy And More",https://www.benzinga.com/markets/tech/26/01/49660175/top-5-tech-regulation-trends-to-watch-out-for-in-2026-ai-governance-data-privacy-and-more,Benzinga,,49660175
MSFT,benzinga,"Thu, 01 Jan 2026 05:15:58 -0400",Amazon Permits Remote Work For Employees Stuck In India As Visa Processing Slows: Report,https://www.benzinga.com/markets/tech/26/01/49659075/amazon-permits-remote-work-for-employees-stuck-in-india-as-visa-processing-slows-report,Benzinga,,49659075
MSFT,benzinga,"Wed, 31 Dec 2025 11:02:14 -0400",Microsoft's Options: A Look at What the Big Money is Thinking,https://www.benzinga.com/insights/options/25/12/49648459/microsofts-options-a-look-at-what-the-big-money-is-thinking,Benzinga,,49648459
MSFT,benzinga,"Wed, 31 Dec 2025 03:37:55 -0400","SoftBank Group Corp Completes Additional $22.5B OpenAI Investment, Fully Funding March 2025 Commitment And Reaching About 11% Ownership",https://www.benzinga.com/news/25/12/49643399/softbank-group-corp-completes-additional-22-5b-openai-investment-fully-funding-march-2025-commitment,Benzinga,,49643399
MSFT,benzinga,"Wed, 31 Dec 2025 01:06:38 -0400","Elon Musk Says xAI Purchased Third Building For Massive AI Expansion As Company Takes On OpenAI, Anthropic: Property Name Takes Dig At Microsoft",https://www.benzinga.com/markets/tech/25/12/49642773/elon-musk-says-xai-purchased-third-building-for-massive-ai-expansion-as-company-takes-on-openai-anthropic-property-name-takes-dig-at-microsoft,Benzinga,,49642773
INTC,benzinga,"Fri, 02 Jan 2026 13:32:06 -0400","Live On CNBC, Kevin Simpson Announces Bought Intel",https://www.benzinga.com/trading-ideas/26/01/49671992/live-on-cnbc-kevin-simpson-announces-bought-intel,Benzinga,,49671992
INTC,benzinga,"Fri, 02 Jan 2026 11:01:20 -0400",Evaluating Intel Against Peers In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/26/01/49667452/evaluating-intel-against-peers-in-semiconductors-amp-semiconductor-equipment-industry,Benzinga,,49667452
INTC,benzinga,"Fri, 02 Jan 2026 03:14:18 -0400","Jim Cramer Points To Bob Swan Bet On Nike Amid Elliott Hill, Tim Cook's Purchases: Set To 'Win Now'",https://www.benzinga.com/markets/equities/26/01/49662125/jim-cramer-points-to-bob-swan-bet-on-nike-amid-elliott-hill-tim-cooks-purchases-set-to-win-now,Benzinga,,49662125
INTC,benzinga,"Thu, 01 Jan 2026 11:01:39 -0400",Comparative Study: Intel And Industry Competitors In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/26/01/49659862/comparative-study-intel-and-industry-competitors-in-semiconductors-amp-semiconductor-equipment-indu,Benzinga,,49659862
INTC,benzinga,"Wed, 31 Dec 2025 11:01:22 -0400",Competitor Analysis: Evaluating Intel And Competitors In Semiconductors &amp; Semiconductor Equipment Industry,https://www.benzinga.com/insights/news/25/12/49648407/competitor-analysis-evaluating-intel-and-competitors-in-semiconductors-amp-semiconductor-equipment-,Benzinga,,49648407
